0,50023.000000,9780,9737,0
1,50024.000000,9737,9780,0
2,50024.000000,9737,9738,0
3,50025.000000,9738,9737,0
4,50026.000000,9738,9780,0
5,50026.000000,9780,9738,0
6,50118.000000,9780,2429,0
7,50119.000000,2429,9780,0
8,50142.000000,9780,9251,0
9,50143.000000,9251,9780,0
10,50167.000000,2429,3863,0
11,50168.000000,3863,2429,0
12,50184.000000,2429,4804,0
13,50185.000000,4804,2429,0
14,50191.000000,9251,3863,0
15,50191.000000,3863,9251,0
16,50209.000000,9251,4804,0
17,50209.000000,4804,9251,0
18,50380.000000,9780,2436,0
19,50381.000000,2436,3347,0
20,50381.000000,2436,1965,0
21,50381.000000,2436,9780,0
22,50381.000000,1965,2436,0
23,50381.000000,1965,3347,0
24,50381.000000,9780,3347,0
25,50382.000000,3347,2436,0
26,50382.000000,3347,9780,0
27,50382.000000,3347,1965,0
28,50406.000000,9780,5263,0
29,50407.000000,5263,9780,0
30,50422.000000,9780,9746,0
31,50423.000000,9746,9780,0
32,50423.000000,9746,8760,0
33,50423.000000,8760,9746,0
34,50428.000000,8760,9780,0
35,50428.000000,9780,8760,0
36,50429.000000,3863,2436,0
37,50429.000000,2436,3863,0
38,50430.000000,1965,8278,0
39,50431.000000,8278,1965,0
40,50431.000000,8278,9748,0
41,50432.000000,9748,8278,0
42,50436.000000,9748,1965,0
43,50436.000000,1965,9748,0
44,50437.000000,8278,3347,0
45,50437.000000,3347,8278,0
46,50443.000000,9748,3347,0
47,50443.000000,3347,9748,0
48,50447.000000,4804,2436,0
49,50447.000000,2436,4804,0
50,50455.000000,5263,3863,0
51,50455.000000,3863,5263,0
52,50471.000000,9746,3863,0
53,50471.000000,3863,9746,0
54,50473.000000,5263,4804,0
55,50473.000000,4804,5263,0
56,50477.000000,8760,3863,0
57,50477.000000,3863,8760,0
58,50489.000000,9746,4804,0
59,50489.000000,4804,9746,0
60,50494.000000,8760,4804,0
61,50494.000000,4804,8760,0
62,50495.000000,8278,3863,0
63,50495.000000,3863,8278,0
64,50503.000000,9748,3863,0
65,50503.000000,3863,9748,0
66,50513.000000,9780,4341,0
67,50514.000000,8278,4804,0
68,50514.000000,4804,8278,0
69,50514.000000,4341,9780,0
70,50516.000000,1965,9751,0
71,50517.000000,9751,1965,0
72,50517.000000,9748,4804,0
73,50517.000000,4804,9748,0
74,50523.000000,9751,3347,0
75,50523.000000,3347,9751,0
76,50568.000000,2436,3866,0
77,50568.000000,1965,7283,0
78,50569.000000,7283,1965,0
79,50569.000000,3866,2436,0
80,50575.000000,7283,3347,0
81,50575.000000,3347,7283,0
82,50582.000000,9751,3863,0
83,50582.000000,3863,9751,0
84,50584.000000,9780,8763,0
85,50585.000000,8763,9780,0
86,50588.000000,8278,3348,0
87,50588.000000,3348,1966,0
88,50588.000000,3348,8278,0
89,50588.000000,1966,3348,0
90,50594.000000,5263,3866,0
91,50594.000000,3866,5263,0
92,50596.000000,8278,1966,0
93,50596.000000,1966,8278,0
94,50600.000000,9751,4804,0
95,50600.000000,4804,9751,0
96,50611.000000,9746,3866,0
97,50611.000000,3866,9746,0
98,50616.000000,8760,3866,0
99,50616.000000,3866,8760,0
100,50633.000000,9780,5269,0
101,50634.000000,5269,9780,0
102,50635.000000,7283,3863,0
103,50635.000000,3863,7283,0
104,50642.000000,9748,3866,0
105,50642.000000,3866,9748,0
106,50652.000000,7283,4804,0
107,50652.000000,4804,7283,0
108,50654.000000,9780,4344,0
109,50655.000000,4344,9780,0
110,50674.000000,9751,3348,0
111,50674.000000,3348,9751,0
112,50681.000000,9751,1966,0
113,50681.000000,1966,9751,0
114,50688.000000,1965,7782,0
115,50689.000000,7782,1965,0
116,50692.000000,9780,4345,0
117,50693.000000,4345,9780,0
118,50695.000000,7782,3347,0
119,50695.000000,3347,7782,0
120,50701.000000,4341,3866,0
121,50701.000000,3866,4341,0
122,50704.000000,1965,8283,0
123,50705.000000,8283,1965,0
124,50706.000000,9780,5271,0
125,50707.000000,5271,9780,0
126,50710.000000,8283,3347,0
127,50710.000000,3347,8283,0
128,50724.000000,8278,1459,0
129,50724.000000,1459,8278,0
130,50726.000000,7283,3348,0
131,50726.000000,3348,7283,0
132,50733.000000,7283,1966,0
133,50733.000000,1966,7283,0
134,50749.000000,1965,5754,0
135,50751.000000,1965,9266,0
136,50753.000000,5754,9266,0
137,50753.000000,5754,1965,0
138,50755.000000,7782,3863,0
139,50755.000000,3863,7782,0
140,50756.000000,5754,3347,0
141,50756.000000,3347,5754,0
142,50757.000000,9266,8285,0
143,50757.000000,9266,5754,0
144,50757.000000,9266,1965,0
145,50758.000000,9266,3347,0
146,50758.000000,3347,9266,0
147,50761.000000,1965,8285,0
148,50762.000000,2436,4813,0
149,50764.000000,4813,4814,0
150,50764.000000,4813,2436,0
151,50766.000000,2436,4814,0
